Gegenstand;zugewiesene Gruppen;Brutto Betrag;Dokument;Kostenstellen;Kreditorname;Kreditornr.;Mandantenname;Mandantennr.;Netto Betrag;Prozessinstanz;Rechnungsdatum;Standort;Externe Belegnr.;Belegart;Empfangsdatum;Link zur Aufgabe;
KST Belegung;EAV_Buchhaltung;197,20;IL00010786;907110;LUGGS GmbH;700022900;Ferronordic GmbH;10002;170,00;Verwaltung;18.11.2020;Frankfurt;RE-2020-790;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49064?task_form_url_id=fe3212a76d61f0e48bf5052ef621f0bc;
KST Belegung;EAV_Buchhaltung;62,48;IL00010787;907110;Volvo Group Trucks Service GmbH;700000900;Ferronordic GmbH;10002;62,48;Verwaltung;17.11.2020;Frankfurt;105281769;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49063?task_form_url_id=31f0cd0158c48773bb6ad02ed7886cb7;
KST Belegung;EAV_Buchhaltung;146,37;IL00010788;907110;Volvo Group Trucks Service GmbH;700000900;Ferronordic GmbH;10002;146,37;Verwaltung;17.11.2020;Frankfurt;0000000016-2500188;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49062?task_form_url_id=d90367759086815c3e4b35a953e41687;
KST Belegung;EAV_Buchhaltung;3662,50;IL00010789;907110;VEL GmbH;700000600;Ferronordic GmbH;10002;3662,50;Verwaltung;06.11.2020;Frankfurt;5026575307;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49061?task_form_url_id=ebbcab89cd0cbffb41912908ef42b274;
KST Belegung;EAV_Buchhaltung;87,52;IL00010790;907110;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;75,45;Verwaltung;16.11.2020;Frankfurt;618008;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49060?task_form_url_id=fa4eb33514be35b1fc127a5610064946;
KST Belegung;EAV_Buchhaltung;116,50;IL00010791;907110;CONREC GMBH;700016400;Ferronordic GmbH;10002;100,43;Verwaltung;13.11.2020;Frankfurt;998327;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49059?task_form_url_id=ce8653785249a6dc09a69d92153357c2;
KST Belegung;EAV_Buchhaltung;81,35;IL00010776;907110;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;70,13;Verwaltung;18.11.2020;Frankfurt;20200655/1;Credit Note;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49044?task_form_url_id=c0bb5ca46780539d907128967f24431f;
KST Belegung;EAV_Buchhaltung;813,45;IL00010777;907110;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;701,25;Verwaltung;18.11.2020;Frankfurt;20200655;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49043?task_form_url_id=adb5ab1d2a16c5d264e7178ea909652d;
KST Belegung;EAV_Buchhaltung;30,00;IL00010778;907110;DEKRA Automobil GmbH;700005700;Ferronordic GmbH;10002;25,86;Verwaltung;10.11.2020;Frankfurt;1442668302;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49042?task_form_url_id=4f390b083dcb82332e06450a7b563450;
KST Belegung;EAV_Buchhaltung;916,61;IL00010758;907110;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;790,18;Verwaltung;17.11.2020;Frankfurt;20493105;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49040?task_form_url_id=9684d638e64373f1a31dfe108de9aa0a;
KST Belegung;EAV_Buchhaltung;47,28;IL00010759;907110;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;40,76;Verwaltung;11.11.2020;Frankfurt;5005589466;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49039?task_form_url_id=2bd74406b5c0d751979ab3852ed8d7e2;
KST Belegung;EAV_Buchhaltung;736,22;IL00010760;907110;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;634,67;Verwaltung;11.11.2020;Frankfurt;42509738;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49038?task_form_url_id=1b318d7160eaa05f481f0715eafe0b84;
KST Belegung;EAV_Buchhaltung;232,61;IL00010761;907110;Tchibo Coffee Service GmbH;700053700;Ferronordic GmbH;10002;212,90;Verwaltung;12.11.2020;Frankfurt;88802752;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49037?task_form_url_id=07e35d6a1c42fcb687fb76f3f0895c96;
KST Belegung;EAV_Buchhaltung;2968,03;IL00010762;907110;GWS Stadtwerke Hameln GmbH;700026400;Ferronordic GmbH;10002;2558,43;Verwaltung;16.11.2020;Frankfurt;1300112427;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49036?task_form_url_id=930cb8ef7858762fdca68663432d86f0;
KST Belegung;EAV_Buchhaltung;902,78;IL00010763;907110;GWS Stadtwerke Hameln GmbH;700026400;Ferronordic GmbH;10002;778,26;Verwaltung;18.11.2020;Frankfurt;202085619;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49035?task_form_url_id=e0d7ea91c075fa5abe74d7acda5e27ea;
KST Belegung;EAV_Buchhaltung;260,49;IL00010765;907110;Volvo Group Trucks Service GmbH;700000900;Ferronordic GmbH;10002;260,49;Verwaltung;13.11.2020;Frankfurt;0000000016-2500178;Invoice;2020-11-19;https://ferronordic.d-velop.cloud/smartinvoice/workflows/49033?task_form_url_id=b176ccf2cfbb92aeb011745ce1c649b1;
Rechnungsprüfung < 2.000 ?;EAV_Verwaltung_Stufe1;414,93;IL00008183;907200;Campus Networks & Events GmbH;700084600;Ferronordic GmbH;10002;357,70;Verwaltung;02.11.2020;Frankfurt;2020-11-1272C;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46838?task_form_url_id=13e6b92630b4a17e4cd18e1d55b27075;
Rechnungsprüfung < 2.000 ?;EAV_Verwaltung_Stufe1;630,85;IL00008624;907120;Küttner Rechtsanwälte;700079200;Ferronordic GmbH;10002;543,84;Verwaltung;02.11.2020;Frankfurt;2002887;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47126?task_form_url_id=e508375457437f4309e51d1c42610e67;
KST Belegung;EAV_Buchhaltung;145,00;IL00010649;907120;Volvo Financial Services GmbH (VFS);700025900;Ferronordic GmbH;10002;145,00;Verwaltung;13.11.2020;Frankfurt;20IDE1293524;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48933?task_form_url_id=fba4d44e4b39321160139c2fcc0cca4d;
Rechnungsprüfung < 2.000 ?;EAV_Verwaltung_Stufe1;672,80;IL00009050;907000;CANDAN Gebäudereinigung GmbH;700075500;Ferronordic GmbH;10002;580,00;Verwaltung;31.10.2020;Frankfurt;RE2020-0687;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47568?task_form_url_id=4f870c8962732ff7e2c4ce061acbf62e;
KST Belegung;EAV_Buchhaltung;141,61;IL00010642;907000;Volvo Group Trucks Service GmbH;700000900;Ferronordic GmbH;10002;119,00;Verwaltung;13.11.2020;Frankfurt;0000000016-2500181;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48924?task_form_url_id=3c358e019713520692ae89e7cd1ee7f6;
KST Belegung;EAV_Buchhaltung;125976,00;IL00010643;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;108600,00;Verwaltung;18.11.2020;Frankfurt;3304192;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48923?task_form_url_id=762e0efd028466c705b298841f1285d5;
KST Belegung;EAV_Buchhaltung;426,89;IL00010629;907000;Kühl- und Nutzfahrzeugzentrum Fenge GmbH;700009900;Ferronordic GmbH;10002;368,01;Verwaltung;16.11.2020;Frankfurt;202011160;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48918?task_form_url_id=d17bd356b15a3335396d809076c400e4;
KST Belegung;EAV_Buchhaltung;174,00;IL00010628;907000;Szeltner & Szeltner GmbH;700031800;Ferronordic GmbH;10002;150,00;Verwaltung;18.11.2020;Frankfurt;R20-0212;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48917?task_form_url_id=4f1ab4a7e755b3cc84bb723bb35d9933;
KST Belegung;EAV_Buchhaltung;91631,88;IL00010627;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;78993,00;Verwaltung;18.11.2020;Frankfurt;3304181;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48916?task_form_url_id=e01117a514efa12f8317ce60b31670f8;
KST Belegung;EAV_Buchhaltung;91631,88;IL00010626;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;78993,00;Verwaltung;18.11.2020;Frankfurt;3304180;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48915?task_form_url_id=e3f5606f0bf9d6654ff4f69dafc3dd73;
KST Belegung;EAV_Buchhaltung;1168,60;IL00010625;907000;Kühl- und Nutzfahrzeugzentrum Fenge GmbH;700009900;Ferronordic GmbH;10002;1007,41;Verwaltung;16.11.2020;Frankfurt;202011162;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48914?task_form_url_id=d755376ba9f409a9f455229029987268;
KST Belegung;EAV_Buchhaltung;174,00;IL00010624;907000;Szeltner & Szeltner GmbH;700031800;Ferronordic GmbH;10002;150,00;Verwaltung;16.11.2020;Frankfurt;R20-0206;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48913?task_form_url_id=de86ae21d24231fd8f6410936b8e5b03;
KST Belegung;EAV_Buchhaltung;97071,12;IL00010623;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;83682,00;Verwaltung;17.11.2020;Frankfurt;3304172;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48912?task_form_url_id=fd473b94539a6aa3f4526483016361c7;
KST Belegung;EAV_Buchhaltung;417,09;IL00010630;907000;Kühl- und Nutzfahrzeugzentrum Fenge GmbH;700009900;Ferronordic GmbH;10002;359,56;Verwaltung;16.11.2020;Frankfurt;202011159;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48911?task_form_url_id=95ea1daf69e237d634251bf3fb744c7f;
KST Belegung;EAV_Buchhaltung;85,06;IL00010604;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;73,33;Verwaltung;17.11.2020;Frankfurt;20491226;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48910?task_form_url_id=426b72786de7bdda795eefb39f50d8ef;
KST Belegung;EAV_Buchhaltung;65,28;IL00010605;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;56,28;Verwaltung;17.11.2020;Frankfurt;20492653;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48909?task_form_url_id=1b70ccf9e29acf2006d6f292747e8f02;
KST Belegung;EAV_Buchhaltung;268,48;IL00010606;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;231,45;Verwaltung;17.11.2020;Frankfurt;20491224;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48908?task_form_url_id=1412413ab9a3671326367d0be2d651c7;
KST Belegung;EAV_Buchhaltung;221,80;IL00010607;907000;Hydraulik Lemcke OHG;700072200;Ferronordic GmbH;10002;191,21;Verwaltung;17.11.2020;Frankfurt;2020-11378;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48907?task_form_url_id=1658da31c01879276c1986d1ea7184ac;
KST Belegung;EAV_Buchhaltung;183,28;IL00010608;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;158,00;Verwaltung;17.11.2020;Frankfurt;20491227;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48906?task_form_url_id=6d0b79fc58435049068a40df6b159853;
KST Belegung;EAV_Buchhaltung;111,42;IL00010609;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;96,05;Verwaltung;16.11.2020;Frankfurt;6027919784;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48905?task_form_url_id=923fff7b9c7334f1fca3acaba4c9142a;
KST Belegung;EAV_Buchhaltung;271,31;IL00010610;907000;Hydraulik Lemcke OHG;700072200;Ferronordic GmbH;10002;233,89;Verwaltung;17.11.2020;Frankfurt;2020-11369;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48904?task_form_url_id=767f0e8fe3bcba02081e6471802d6c31;
KST Belegung;EAV_Buchhaltung;1087,48;IL00010611;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;937,48;Verwaltung;16.11.2020;Frankfurt;20484384;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48903?task_form_url_id=f8f1934df2fd3a31d80dcfe314779e49;
KST Belegung;EAV_Buchhaltung;119,09;IL00010612;907000;Centralstation Druck + Kopie GmbH;700023300;Ferronordic GmbH;10002;102,66;Verwaltung;17.11.2020;Frankfurt;202056;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48902?task_form_url_id=b467a2d5714301b1a691bcb5b759a8b7;
KST Belegung;EAV_Buchhaltung;85,06;IL00010613;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;73,33;Verwaltung;17.11.2020;Frankfurt;20491225;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48901?task_form_url_id=d97490a9425823edfd0b4b0dbf2400ac;
KST Belegung;EAV_Buchhaltung;299,43;IL00010587;907000;Hofmeister & Meincke GmbH;700006300;Ferronordic GmbH;10002;258,13;Verwaltung;16.11.2020;Frankfurt;3712957250;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48900?task_form_url_id=6c35f07b800ce831c9a4c738e95c61ad;
KST Belegung;EAV_Buchhaltung;42,26;IL00010591;907000;TNT Express GmbH;700021200;Ferronordic GmbH;10002;36,43;Verwaltung;17.11.2020;Frankfurt;811030055;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48896?task_form_url_id=6d536c2865afe4495711c48a642e5931;
KST Belegung;EAV_Buchhaltung;32,65;IL00010594;907000;TNT Express GmbH;700021200;Ferronordic GmbH;10002;28,15;Verwaltung;12.11.2020;Frankfurt;811010786;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48893?task_form_url_id=aaad27fb63a1fb53a8f037897661c31b;
KST Belegung;EAV_Buchhaltung;551,80;IL00010588;907000;Inge Seeger;700072800;Ferronordic GmbH;10002;551,80;Verwaltung;11.11.2020;Frankfurt;2020-10121;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48899?task_form_url_id=3925045c0281adcca88f3cdbd4b6bad0;
KST Belegung;EAV_Buchhaltung;302,50;IL00010589;907000;Innung des Kfz-Handwerks Region Dresden;700013700;Ferronordic GmbH;10002;302,50;Verwaltung;12.11.2020;Frankfurt;2020-32089;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48898?task_form_url_id=1d4015c4438f8e8988cffac85a477c87;
KST Belegung;EAV_Buchhaltung;204,00;IL00010590;907000;Innung des Kfz-Handwerks Region Dresden;700013700;Ferronordic GmbH;10002;194,29;Verwaltung;13.11.2020;Frankfurt;31088;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48897?task_form_url_id=2aa434c09f68136c97e3a70e9d51ebb7;
KST Belegung;EAV_Buchhaltung;56,90;IL00010592;907000;RIS Remondis Industrie Service GmbH & Co;700052700;Ferronordic GmbH;10002;56,90;Verwaltung;15.11.2020;Frankfurt;23893522;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48895?task_form_url_id=468653b9f44f7062f411f297a0e46bcf;
KST Belegung;EAV_Buchhaltung;-55,58;IL00010593;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;-47,91;Verwaltung;12.11.2020;Frankfurt;49058217;Credit Note;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48894?task_form_url_id=6920e2a18a2e5cb20d9c73c6776c47c1;
KST Belegung;EAV_Buchhaltung;431,07;IL00010595;907000;EUROPART Trading GmbH;700003700;Ferronordic GmbH;10002;371,61;Verwaltung;12.11.2020;Frankfurt;49058217;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48892?task_form_url_id=117096f6e5f1f9db3597f44eef889a34;
KST Belegung;EAV_Buchhaltung;5123,46;IL00010585;907000;Robert Half Deutschland GmbH & Co. KG;700005000;Ferronordic GmbH;10002;4416,78;Verwaltung;18.11.2020;Frankfurt;M104908;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48888?task_form_url_id=1343529d30286e2e9176c537f05159e9;
KST Belegung;EAV_Buchhaltung;1492,10;IL00010586;907000;DEKRA Automobil GmbH;700005700;Ferronordic GmbH;10002;1492,10;Verwaltung;18.11.2020;Frankfurt;M104908;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48887?task_form_url_id=3185137d70a6ddfa2342a810898d7cd9;
KST Belegung;EAV_Buchhaltung;18,44;IL00010565;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;15,90;Verwaltung;13.11.2020;Frankfurt;212411140;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48868?task_form_url_id=7968c4fad9e248d08f4893309b578c0c;
KST Belegung;EAV_Buchhaltung;260,93;IL00010567;907000;Hofmann Menü-Manufaktur GmbH;700015200;Ferronordic GmbH;10002;248,50;Verwaltung;17.11.2020;Frankfurt;97234676;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48866?task_form_url_id=3e7a702845aa6a61c1cb2794f68d2f3b;
KST Belegung;EAV_Buchhaltung;278,60;IL00010568;907000;DEKRA Automobil GmbH;700005700;Ferronordic GmbH;10002;240,17;Verwaltung;31.10.2020;Frankfurt;1442626184;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48865?task_form_url_id=ad225064a52d74d0e84c0e3ad518412b;
KST Belegung;EAV_Buchhaltung;39,50;IL00010570;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;34,05;Verwaltung;17.11.2020;Frankfurt;624378;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48863?task_form_url_id=1e5eeab5ebf9af36b40af7967af23971;
KST Belegung;EAV_Buchhaltung;319,00;IL00010571;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;275,00;Verwaltung;16.11.2020;Frankfurt;202011549;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48862?task_form_url_id=dc1f636f6d0934d6f70c6d9af96ef430;
KST Belegung;EAV_Buchhaltung;510,40;IL00010572;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;440,00;Verwaltung;09.11.2020;Frankfurt;2020;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48861?task_form_url_id=9c0ef096422ab10e041025442b1640f6;
KST Belegung;EAV_Buchhaltung;1643,72;IL00010573;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;1417,00;Verwaltung;12.11.2020;Frankfurt;164008;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48860?task_form_url_id=42ed39c53133cef6e7e0ddec5dc845f9;
KST Belegung;EAV_Buchhaltung;370,00;IL00010575;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;370,00;Verwaltung;10.11.2020;Frankfurt;202002021;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48858?task_form_url_id=58de4ca98eb59a4c5a8c8b041fd19837;
KST Belegung;EAV_Buchhaltung;133,10;IL00010516;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;126,76;Verwaltung;16.11.2020;Frankfurt;137160/2020;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48752?task_form_url_id=3ff4f6e37423fad442b7680bab05491c;
KST Belegung;EAV_Buchhaltung;117,80;IL00010517;907000;Hotel Hennies;700025600;Ferronordic GmbH;10002;112,19;Verwaltung;16.11.2020;Frankfurt;42/2020;Invoice;2020-11-18;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48751?task_form_url_id=ee3b1e4634d5f5c21944f7664524ebdf;
Rechnungsprüfung < 2.000 ?;EAV_Verwaltung_Stufe1;176,30;IL00010482;907200;Hotel Hennies;879210000;Ferronordic GmbH;10002;170,04;Verwaltung;05.10.2020;Frankfurt;Hornig-220920;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48709?task_form_url_id=4eed29fc95be074d4c9fd2fa6c92739f;
Rechnungsprüfung < 2.000 ?;EAV_Verwaltung_Stufe1;115,50;IL00010484;907200;Hotel Hennies;879210000;Ferronordic GmbH;10002;110,55;Verwaltung;01.10.2020;Frankfurt;Hornig-280920;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48710?task_form_url_id=e8ca62b138c391c51cdb650150c4e0fc;
KST Belegung;EAV_Buchhaltung;3102,77;IL00010455;907200;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;2674,80;Verwaltung;16.11.2020;Frankfurt;20RN083457;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48697?task_form_url_id=1f7ce22262b55d96d93c7d66f71d5f4c;
KST Belegung;EAV_Buchhaltung;239,06;IL00010404;907200;Hyva Germany GmbH;700029500;Ferronordic GmbH;10002;206,09;Verwaltung;13.11.2020;Frankfurt;836489;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48693?task_form_url_id=5515d328d004fd950aa5d745f1b339dd;
KST Belegung;EAV_Buchhaltung;435,00;IL00010403;907200;R&D Autoglas Dessau;700075400;Ferronordic GmbH;10002;375,00;Verwaltung;16.11.2020;Frankfurt;104102;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48692?task_form_url_id=4b6a62552bba5b94c59ee084f95ebd8e;
KST Belegung;EAV_Buchhaltung;406,00;IL00010406;907200;Volvo Financial Services GmbH (VFS);700025900;Ferronordic GmbH;10002;350,00;Verwaltung;06.11.2020;Frankfurt;20IDE1292736;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48691?task_form_url_id=6f9bf47aa505d17e2bc914a2472aa946;
KST Belegung;EAV_Buchhaltung;236,56;IL00010405;907200;Hydraulik Lemcke OHG;700072200;Ferronordic GmbH;10002;203,93;Verwaltung;04.11.2020;Frankfurt;2020-11309;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48690?task_form_url_id=f9d811e39f8bd7cc23f2e197bba7fe32;
KST Belegung;EAV_Buchhaltung;147233,00;IL00010393;907200;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;126925,00;Verwaltung;17.11.2020;Frankfurt;3304168;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48682?task_form_url_id=5edc2b9a32d4e854194c20a1adb0efe8;
KST Belegung;EAV_Buchhaltung;148952,12;IL00010392;907200;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;128407,00;Verwaltung;17.11.2020;Frankfurt;3304169;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48681?task_form_url_id=b039b3111d236b90fb005954e97a1271;
KST Belegung;EAV_Buchhaltung;116,00;IL00010391;907200;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;100,00;Verwaltung;11.11.2020;Frankfurt;5203305_;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48680?task_form_url_id=ff47a95b44bb81192d3d3d0fb3f1c3f9;
KST Belegung;EAV_Buchhaltung;56,67;IL00010394;907200;EUROPART Trading GmbH;700003700;Ferronordic GmbH;10002;48,85;Verwaltung;16.11.2020;Frankfurt;17836201;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48679?task_form_url_id=5982937b3ffe780b3065a31ad31811aa;
KST Belegung;EAV_Buchhaltung;112,65;IL00010342;907200;Verlag für d. Dt. Wirtschaft AG;700016800;Ferronordic GmbH;10002;107,29;Verwaltung;16.11.2020;Frankfurt;21-2423479;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48667?task_form_url_id=b3bdfd2fedb5bcb259fe42385183c3f1;
KST Belegung;EAV_Buchhaltung;230,64;IL00010344;907200;A.-W. HEIL & SOHN GmbH & Co.KG;700016500;Ferronordic GmbH;10002;198,83;Verwaltung;13.11.2020;Frankfurt;0511;Invoice;2020-11-17;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48665?task_form_url_id=5dd8f687849ec16a57807815930d5e10;
